job_id,job_role,required_skills,experience_required,job_location,employment_type,salary_range_lpa,job_description
2451,Software Engineer,"Java, C++, Git, Linux, Problem Solving",0,Hyderabad,Contract,9-24,"We are hiring a Software Engineer with 0+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
2452,Backend Developer,"Python, Java, APIs, SQL, Docker",0,Bangalore,Contract,10-30,"We are hiring a Backend Developer with 0+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
2453,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",6,Hyderabad,Full-Time,9-18,"We are hiring a Frontend Developer with 6+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2454,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",2,Bangalore,Internship,9-31,"We are hiring a Frontend Developer with 2+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2455,Software Engineer,"Java, C++, Git, Linux, Problem Solving",2,Pune,Full-Time,6-20,"We are hiring a Software Engineer with 2+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
2456,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",10,Hyderabad,Contract,7-31,"We are hiring a Full Stack Developer with 10+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
2457,Software Engineer,"Java, C++, Git, Linux, Problem Solving",7,Delhi,Contract,6-19,"We are hiring a Software Engineer with 7+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
2458,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",7,Delhi,Contract,7-32,"We are hiring a Data Analyst with 7+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
2459,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",6,Hyderabad,Contract,8-16,"We are hiring a AI Engineer with 6+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2460,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",6,Delhi,Full-Time,6-12,"We are hiring a Data Scientist with 6+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2461,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",3,Delhi,Internship,5-22,"We are hiring a Data Analyst with 3+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
2462,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",3,Hyderabad,Full-Time,6-12,"We are hiring a Data Analyst with 3+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
2463,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",1,Remote,Internship,6-16,"We are hiring a AI Engineer with 1+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2464,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",0,Hyderabad,Contract,10-29,"We are hiring a ML Engineer with 0+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2465,Software Engineer,"Java, C++, Git, Linux, Problem Solving",10,Hyderabad,Internship,6-16,"We are hiring a Software Engineer with 10+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
2466,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",7,Hyderabad,Full-Time,7-21,"We are hiring a Cloud Engineer with 7+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2467,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",4,Delhi,Full-Time,10-34,"We are hiring a Frontend Developer with 4+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2468,Software Engineer,"Java, C++, Git, Linux, Problem Solving",9,Delhi,Contract,8-18,"We are hiring a Software Engineer with 9+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
2469,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",1,Pune,Full-Time,6-34,"We are hiring a Data Scientist with 1+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2470,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",9,Pune,Internship,9-35,"We are hiring a Cloud Engineer with 9+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2471,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",4,Remote,Contract,4-17,"We are hiring a Cloud Engineer with 4+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2472,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",10,Pune,Internship,4-12,"We are hiring a Full Stack Developer with 10+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
2473,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",9,Delhi,Contract,5-14,"We are hiring a AI Engineer with 9+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2474,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",5,Remote,Contract,6-13,"We are hiring a ML Engineer with 5+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2475,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",7,Hyderabad,Full-Time,9-16,"We are hiring a Data Scientist with 7+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2476,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",5,Remote,Contract,5-14,"We are hiring a Frontend Developer with 5+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2477,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",1,Delhi,Full-Time,9-20,"We are hiring a Cloud Engineer with 1+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2478,Backend Developer,"Python, Java, APIs, SQL, Docker",4,Hyderabad,Full-Time,5-15,"We are hiring a Backend Developer with 4+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
2479,Software Engineer,"Java, C++, Git, Linux, Problem Solving",6,Hyderabad,Internship,8-17,"We are hiring a Software Engineer with 6+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
2480,Software Engineer,"Java, C++, Git, Linux, Problem Solving",9,Remote,Full-Time,8-34,"We are hiring a Software Engineer with 9+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
2481,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",6,Pune,Full-Time,6-32,"We are hiring a AI Engineer with 6+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2482,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",1,Pune,Internship,9-29,"We are hiring a ML Engineer with 1+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2483,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",2,Remote,Contract,6-19,"We are hiring a ML Engineer with 2+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2484,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",4,Delhi,Internship,6-21,"We are hiring a Cloud Engineer with 4+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2485,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",10,Hyderabad,Contract,5-30,"We are hiring a Frontend Developer with 10+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2486,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",1,Remote,Full-Time,5-34,"We are hiring a Full Stack Developer with 1+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
2487,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",10,Bangalore,Contract,9-13,"We are hiring a Full Stack Developer with 10+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
2488,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",10,Pune,Internship,6-32,"We are hiring a Data Scientist with 10+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2489,Backend Developer,"Python, Java, APIs, SQL, Docker",3,Delhi,Full-Time,9-19,"We are hiring a Backend Developer with 3+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
2490,Software Engineer,"Java, C++, Git, Linux, Problem Solving",5,Hyderabad,Contract,4-32,"We are hiring a Software Engineer with 5+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
2491,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",4,Remote,Internship,5-24,"We are hiring a Data Scientist with 4+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2492,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",1,Delhi,Contract,5-14,"We are hiring a Frontend Developer with 1+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2493,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",2,Hyderabad,Full-Time,9-25,"We are hiring a Data Scientist with 2+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2494,Software Engineer,"Java, C++, Git, Linux, Problem Solving",8,Delhi,Full-Time,7-22,"We are hiring a Software Engineer with 8+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
2495,Software Engineer,"Java, C++, Git, Linux, Problem Solving",9,Pune,Internship,4-17,"We are hiring a Software Engineer with 9+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
2496,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",10,Bangalore,Contract,4-28,"We are hiring a AI Engineer with 10+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2497,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",8,Delhi,Full-Time,5-12,"We are hiring a AI Engineer with 8+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2498,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",1,Bangalore,Internship,4-19,"We are hiring a Data Scientist with 1+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2499,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",7,Bangalore,Full-Time,7-25,"We are hiring a Cloud Engineer with 7+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2500,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",8,Delhi,Contract,10-29,"We are hiring a Full Stack Developer with 8+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
2501,Software Engineer,"Java, C++, Git, Linux, Problem Solving",3,Hyderabad,Contract,6-30,"We are hiring a Software Engineer with 3+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
2502,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",1,Hyderabad,Internship,5-12,"We are hiring a Cloud Engineer with 1+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2503,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",8,Bangalore,Internship,5-23,"We are hiring a Cloud Engineer with 8+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2504,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",3,Remote,Internship,8-26,"We are hiring a Cloud Engineer with 3+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2505,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",3,Hyderabad,Full-Time,4-33,"We are hiring a Data Scientist with 3+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2506,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",10,Delhi,Contract,10-23,"We are hiring a ML Engineer with 10+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2507,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",4,Remote,Contract,10-26,"We are hiring a Data Analyst with 4+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
2508,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",7,Delhi,Contract,7-32,"We are hiring a Data Analyst with 7+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
2509,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",3,Remote,Contract,7-34,"We are hiring a Cloud Engineer with 3+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2510,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",1,Hyderabad,Contract,6-34,"We are hiring a AI Engineer with 1+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2511,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",5,Delhi,Full-Time,4-24,"We are hiring a Data Scientist with 5+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2512,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",10,Bangalore,Internship,9-31,"We are hiring a Cloud Engineer with 10+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2513,Backend Developer,"Python, Java, APIs, SQL, Docker",1,Bangalore,Contract,10-19,"We are hiring a Backend Developer with 1+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
2514,Software Engineer,"Java, C++, Git, Linux, Problem Solving",9,Hyderabad,Contract,4-14,"We are hiring a Software Engineer with 9+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
2515,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",9,Hyderabad,Internship,10-13,"We are hiring a Data Analyst with 9+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
2516,Software Engineer,"Java, C++, Git, Linux, Problem Solving",10,Bangalore,Internship,5-12,"We are hiring a Software Engineer with 10+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
2517,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",1,Delhi,Internship,6-16,"We are hiring a Data Scientist with 1+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2518,Software Engineer,"Java, C++, Git, Linux, Problem Solving",2,Pune,Full-Time,5-17,"We are hiring a Software Engineer with 2+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
2519,Backend Developer,"Python, Java, APIs, SQL, Docker",6,Remote,Full-Time,9-28,"We are hiring a Backend Developer with 6+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
2520,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",8,Bangalore,Internship,9-30,"We are hiring a ML Engineer with 8+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2521,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",1,Remote,Internship,4-35,"We are hiring a Cloud Engineer with 1+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2522,Backend Developer,"Python, Java, APIs, SQL, Docker",5,Hyderabad,Contract,10-18,"We are hiring a Backend Developer with 5+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
2523,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",10,Delhi,Full-Time,5-13,"We are hiring a Cloud Engineer with 10+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2524,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",8,Pune,Contract,9-23,"We are hiring a Cloud Engineer with 8+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2525,Backend Developer,"Python, Java, APIs, SQL, Docker",3,Remote,Contract,5-20,"We are hiring a Backend Developer with 3+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
2526,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",7,Pune,Contract,5-35,"We are hiring a Data Analyst with 7+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
2527,Software Engineer,"Java, C++, Git, Linux, Problem Solving",4,Remote,Full-Time,4-29,"We are hiring a Software Engineer with 4+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
2528,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",9,Bangalore,Full-Time,7-15,"We are hiring a ML Engineer with 9+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2529,Backend Developer,"Python, Java, APIs, SQL, Docker",5,Bangalore,Internship,7-14,"We are hiring a Backend Developer with 5+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
2530,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",0,Bangalore,Contract,6-14,"We are hiring a ML Engineer with 0+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2531,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",9,Remote,Full-Time,5-23,"We are hiring a ML Engineer with 9+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2532,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",2,Remote,Internship,7-16,"We are hiring a ML Engineer with 2+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2533,Backend Developer,"Python, Java, APIs, SQL, Docker",2,Delhi,Full-Time,7-35,"We are hiring a Backend Developer with 2+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
2534,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",4,Bangalore,Full-Time,9-25,"We are hiring a Frontend Developer with 4+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2535,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",5,Bangalore,Internship,6-14,"We are hiring a ML Engineer with 5+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2536,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",5,Hyderabad,Internship,10-35,"We are hiring a Data Analyst with 5+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
2537,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",9,Remote,Contract,4-20,"We are hiring a Full Stack Developer with 9+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
2538,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",2,Pune,Full-Time,8-34,"We are hiring a Data Scientist with 2+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2539,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",10,Delhi,Contract,8-30,"We are hiring a Cloud Engineer with 10+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2540,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",5,Bangalore,Full-Time,10-20,"We are hiring a Data Analyst with 5+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
2541,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",10,Pune,Internship,8-14,"We are hiring a AI Engineer with 10+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2542,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",10,Delhi,Full-Time,8-18,"We are hiring a Frontend Developer with 10+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2543,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",2,Delhi,Contract,9-14,"We are hiring a ML Engineer with 2+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2544,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",5,Remote,Contract,6-25,"We are hiring a Data Scientist with 5+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2545,Backend Developer,"Python, Java, APIs, SQL, Docker",2,Delhi,Full-Time,5-13,"We are hiring a Backend Developer with 2+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
2546,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",3,Remote,Contract,8-28,"We are hiring a Cloud Engineer with 3+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2547,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",3,Remote,Internship,4-33,"We are hiring a Frontend Developer with 3+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2548,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",4,Remote,Internship,4-21,"We are hiring a Frontend Developer with 4+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2549,Software Engineer,"Java, C++, Git, Linux, Problem Solving",4,Hyderabad,Contract,4-30,"We are hiring a Software Engineer with 4+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
2550,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",7,Hyderabad,Contract,10-27,"We are hiring a Data Scientist with 7+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2551,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",8,Delhi,Full-Time,7-19,"We are hiring a Frontend Developer with 8+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2552,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",3,Hyderabad,Internship,4-34,"We are hiring a Frontend Developer with 3+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2553,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",7,Pune,Contract,9-13,"We are hiring a ML Engineer with 7+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2554,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",8,Pune,Contract,9-13,"We are hiring a Data Analyst with 8+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
2555,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",7,Hyderabad,Full-Time,5-34,"We are hiring a AI Engineer with 7+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2556,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",0,Pune,Internship,6-30,"We are hiring a Cloud Engineer with 0+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2557,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",9,Pune,Contract,5-12,"We are hiring a ML Engineer with 9+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2558,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",10,Hyderabad,Full-Time,5-25,"We are hiring a Data Scientist with 10+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2559,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",9,Delhi,Full-Time,4-13,"We are hiring a AI Engineer with 9+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2560,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",4,Hyderabad,Contract,5-33,"We are hiring a Data Scientist with 4+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2561,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",3,Remote,Contract,9-27,"We are hiring a Frontend Developer with 3+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2562,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",7,Remote,Full-Time,10-24,"We are hiring a Data Analyst with 7+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
2563,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",5,Bangalore,Full-Time,6-21,"We are hiring a Data Analyst with 5+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
2564,Full Stack Developer,"React, Node.js, MongoDB, SQL, Git",2,Delhi,Full-Time,6-34,"We are hiring a Full Stack Developer with 2+ years experience. Required skills include React, Node.js, MongoDB, SQL, Git."
2565,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",1,Hyderabad,Internship,5-24,"We are hiring a AI Engineer with 1+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2566,Backend Developer,"Python, Java, APIs, SQL, Docker",3,Bangalore,Contract,8-29,"We are hiring a Backend Developer with 3+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
2567,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",0,Hyderabad,Internship,5-26,"We are hiring a ML Engineer with 0+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2568,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",8,Remote,Full-Time,6-24,"We are hiring a AI Engineer with 8+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2569,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",3,Remote,Full-Time,7-20,"We are hiring a Data Scientist with 3+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2570,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",5,Bangalore,Contract,9-24,"We are hiring a ML Engineer with 5+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2571,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",5,Remote,Internship,9-29,"We are hiring a AI Engineer with 5+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2572,Software Engineer,"Java, C++, Git, Linux, Problem Solving",1,Hyderabad,Contract,6-19,"We are hiring a Software Engineer with 1+ years experience. Required skills include Java, C++, Git, Linux, Problem Solving."
2573,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",8,Pune,Full-Time,8-19,"We are hiring a Data Analyst with 8+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
2574,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",5,Bangalore,Full-Time,9-32,"We are hiring a Cloud Engineer with 5+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
2575,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",8,Hyderabad,Full-Time,10-28,"We are hiring a AI Engineer with 8+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2576,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",6,Hyderabad,Full-Time,8-32,"We are hiring a Data Scientist with 6+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2577,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",2,Hyderabad,Internship,5-30,"We are hiring a Data Analyst with 2+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
2578,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",3,Delhi,Contract,4-13,"We are hiring a AI Engineer with 3+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2579,AI Engineer,"Python, NLP, Computer Vision, Deep Learning, AWS",7,Remote,Contract,10-29,"We are hiring a AI Engineer with 7+ years experience. Required skills include Python, NLP, Computer Vision, Deep Learning, AWS."
2580,ML Engineer,"Python, Deep Learning, TensorFlow, Docker, ML Ops",5,Delhi,Contract,8-25,"We are hiring a ML Engineer with 5+ years experience. Required skills include Python, Deep Learning, TensorFlow, Docker, ML Ops."
2581,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX",10,Bangalore,Contract,4-32,"We are hiring a Frontend Developer with 10+ years experience. Required skills include HTML, CSS, JavaScript, React, UI/UX."
2582,Backend Developer,"Python, Java, APIs, SQL, Docker",4,Delhi,Contract,4-28,"We are hiring a Backend Developer with 4+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
2583,Backend Developer,"Python, Java, APIs, SQL, Docker",10,Delhi,Full-Time,4-28,"We are hiring a Backend Developer with 10+ years experience. Required skills include Python, Java, APIs, SQL, Docker."
2584,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",9,Hyderabad,Internship,5-18,"We are hiring a Data Analyst with 9+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
2585,Data Scientist,"Python, Machine Learning, SQL, NLP, Data Analysis",9,Bangalore,Internship,9-20,"We are hiring a Data Scientist with 9+ years experience. Required skills include Python, Machine Learning, SQL, NLP, Data Analysis."
2586,Data Analyst,"SQL, Excel, Power BI, Tableau, Python",8,Hyderabad,Contract,10-23,"We are hiring a Data Analyst with 8+ years experience. Required skills include SQL, Excel, Power BI, Tableau, Python."
2587,Cloud Engineer,"AWS, Azure, Docker, Kubernetes, Linux",7,Pune,Internship,7-29,"We are hiring a Cloud Engineer with 7+ years experience. Required skills include AWS, Azure, Docker, Kubernetes, Linux."
